Domain,Date,Name,Title,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Eg,Talk abt other apps,Other apps reviews talk abt,Remarks,keywords,Rating,Word count,Extracted words (NLTK)
Investing,1/31/2021 15:17,robinhood-investing-for-all,A company full of elitists who don't care about you.,"robinhood is a pretty ironic name, given that they simp for the rich and steal from the poor. recently, they shut down the ability to trade certain stocks, because they didn't like the fact that people were buying so much stock. that's literally market manipulation by definition, and their reasoning? they claimed that by buying a bunch of stock, we were manipulating the market. so their solution was to manipulate it themselves. disgusting practice. they'll probably take down this review or try to sue me but screw it. i used to love this app but i just sold all my stocks with them and i'll be taking my business elsewhere. i suggest you do the same. these people only care about the elite, because that's who pay their bills. they couldn't care less about individual people, which is their entire demographic.

(this review has already been deleted once)",,"simp for rich, steal from poor, shut down, ability to trade, not like, people buying, market manipulation, disgusting pracrtice, take down review, sue, screw, not care less, ",,"reliability, fradulent activity",,,,,,1,68,"robinhood,pretty,ironic,name,given,simp,rich,steal,poor,recently,shut,ability,trade,certain,stocks,not,like,fact,people,buying,much,stock,literally,market,manipulation,definition,reasoning,claimed,buying,bunch,stock,manipulating,market,solution,manipulate,disgusting,practice,probably,take,review,try,sue,screw,used,love,app,sold,stocks,taking,business,elsewhere,suggest,people,care,elite,pay,bills,could,not,care,less,individual,people,entire,demographic,review,already,deleted"
Investing,5/11/2021 18:14,robinhood-investing-for-all,Please get out of RH,"steals from their clients . i am moving all my funds in investments to another app tdameritrade or webull looks promising. the servers of robinhood always seem to be down when doge, amc and gme start to trend. when i had 12k doge coins when it hit .73 i tried to sell and rh refused to sell my coins then sold my coins for .49 later on when the low hit .51 . robinhood is criminal and deserves to be shut down and vlad deserves to be in jail.",,"steal clients, servers down, refused to sell, criminal, shutdwn",,"reliability, fradulent activity",,1,,,,1,45,"steals,clients,moving,funds,investments,another,app,tdameritrade,webull,looks,promising,servers,robinhood,always,seem,doge,amc,gme,start,trend,12k,doge,coins,hit,.73,tried,sell,rh,refused,sell,coins,sold,coins,.49,later,low,hit,.51,robinhood,criminal,deserves,shut,vlad,deserves,jail"
Investing,9/7/2021 13:25,td-ameritrade-mobile,app review,love the td app!,,,,,,,,,,5,3,"love,td,app"
Investing,9/13/2021 19:03,robinhood-investing-for-all,"Great UX, but fraudulent practices","i started using robbingthehood in february and i have to say the user experience is pretty excellent. it makes trading so easy, you don't even realize you are getting ripped off. payment for order flow should be illegal and the creators of this app should be in jail. turning off the buy button when things aren't going your way? that is massive market manipulation and i know you are getting away with it so far, but that won't last forever! time is running out for robbingthehood and shfs!!!","user experience, excellent, trading easy, ","not realize, getting ripped off, payment, order flow, illegal, creators, jail, market manipulation",usability,"reliability, fradulent activity",,,,,,1,46,"started,using,robbingthehood,february,say,user,experience,pretty,excellent,makes,trading,easy,not,even,realize,getting,ripped,payment,order,flow,illegal,creators,app,jail,turning,buy,button,things,not,going,way,massive,market,manipulation,know,getting,away,far,wo,not,last,forever,time,running,robbingthehood,shfs"
Investing,6/28/2021 1:09,stash-invest-build-wealth,When I sell a stock,"when i sell a stock it takes longer then usual, supposedly it takes 2 days i waited for my 2 days now it says it'll take 7 it really bugs when you're expecting your money to be in your portfolio within those 2 days and get notifications of saying it's in but coming to see it's still in the unsettle sells",,"sell stock, longer than usual, days, waited, bugs",,reliability,,,,,,3,31,"sell,stock,takes,longer,usual,supposedly,takes,2,days,waited,2,days,says,take,7,really,bugs,expecting,money,portfolio,within,2,days,get,notifications,saying,coming,see,still,unsettle,sells"
Investing,2/6/2021 16:30,fidelity-spire-save-invest,Features have said Coming Soon for many months,"features like recurring deposits and spare cash calculator have been show as coming soon in this app for nearly a year and they never got added. very strange. they should just make the main fidelity app more usable instead of adding this secondary app with less functionality that they aren't keeping up with. the better ui gets this app 2 stars, but otherwise the main fidelity app or website are far more functional.",,,,,,1,,,,2,43,"features,like,recurring,deposits,spare,cash,calculator,show,coming,soon,app,nearly,year,never,got,added,strange,make,main,fidelity,app,usable,instead,adding,secondary,app,less,functionality,not,keeping,better,ui,gets,app,2,stars,otherwise,main,fidelity,app,website,far,functional"
Investing,11/20/2021 6:29,vanguard,Laughable Update and Frustrating We Were Not Notified Prior to Update,"i agree with another reviewer, the device watchlist simply disappeared with the new update so we have no way to know what funds and etfs we were tracking prior to the update. the new app is virtually useless and simple tasks such as retrieving a message from your vanguard advisor now has to be accomplished by logging on the website rather than simply opening the app. for vanguard to be the second largest money manager in the world, it is literally offensive that this was rolled out in the way it was and this has been a total waste of everyone's time. very frustrated at the situation.",,"device watchlist, disappeared, new update, useless, offensive, waste of time, frustrated",,"usability, reliability",,,,,,1,49,"agree,another,reviewer,device,watchlist,simply,disappeared,new,update,way,know,funds,etfs,tracking,prior,update,new,app,virtually,useless,simple,tasks,retrieving,message,vanguard,advisor,accomplished,logging,website,rather,simply,opening,app,vanguard,second,largest,money,manager,world,literally,offensive,rolled,way,total,waste,everyone,time,frustrated,situation"
Investing,2/26/2021 13:20,td-ameritrade-mobile,Works well,i like it better than without app.  easy to use.,easy to use,,,,,,,,,5,6,"like,better,without,app,easy,use"
Investing,6/8/2021 1:39,stocktwits,I LIKE THE APP,"starting using stocktwits about 6 months after losing fun coupons trading on a brokerage app. lost more because i didn't pay too much attention to all the features stocktwits offers. then, i was adding watchlists, joining groups, getting notifications if a stock on my watchlist was trending, etc... and now after being red for a looooong time i am green baby green. love y'all.",,,,,,,,,,5,38,"starting,using,stocktwits,6,months,losing,fun,coupons,trading,brokerage,app,lost,not,pay,much,attention,features,stocktwits,offers,adding,watchlists,joining,groups,getting,notifications,stock,watchlist,trending,etc,...,red,looooong,time,green,baby,green,love,y"
Investing,7/13/2022 19:58,titan-long-term-investing,Starting a Federal Investigation,"**update to my review**

on top of everything said above. i reached out today to titan because i had not received my little remaining investment and they hadn't even processed my fund for return until today after i reached out asking where my money was. i am contacting the sec and fbi today. do not place money here. 

i have been with this organization since april, i split my investment between traditional and crypto investments. everything started out fine although lower than they advertised their annual returns. then after about 2 weeks everything started to crash and they did nothing to adjust and fix their piss poor investment strategy. i stayed with them to see if they could correct and take advantage of a down market to make money, because good investors make big money in down markets. over the last 30 days i was with them, i continued to lose money, while they continued to charge me to lose my money. i happen to also be a crypto trader. while they lost me money, my personal investments in crypto have made me over 5k in the same 30 days. they don't care about you or your portfolio. the only thing they care about is getting that 5 bucks a month.",,"reached out, not received, remaining investment, not processed, fund, contacting sec fbi, not place money, started to crash, did nothing to adjust, continued to lose money, charge to lose money, not care about you, ",,"profitability, reliability",,,,,,1,102,"update,review,top,everything,said,reached,today,titan,received,little,remaining,investment,not,even,processed,fund,return,today,reached,asking,money,contacting,sec,fbi,today,place,money,organization,since,april,split,investment,traditional,crypto,investments,everything,started,fine,although,lower,advertised,annual,returns,2,weeks,everything,started,crash,nothing,adjust,fix,piss,poor,investment,strategy,stayed,see,could,correct,take,advantage,market,make,money,good,investors,make,big,money,markets,last,30,days,continued,lose,money,continued,charge,lose,money,happen,also,crypto,trader,lost,money,personal,investments,crypto,made,5k,30,days,not,care,portfolio,thing,care,getting,5,bucks,month"
